_source_file,_room,_board_number,ns_dd_S,ew_dd_S,ns_dd_H,ew_dd_H,ns_dd_D,ew_dd_D,ns_dd_C,ew_dd_C,ns_dd_N,ew_dd_N,dd_par_level,dd_par_denom,dd_par_declarer_is_ns,dd_par_score
86346.lin,open,15,7,6,3,9,4,8,6,6,3,8,2,1,0,-140
86346.lin,closed,15,7,6,3,9,4,8,6,6,3,8,2,1,0,-140
86346.lin,open,16,7,6,5,7,4,9,4,9,4,9,4,0,1,-500
86346.lin,closed,16,7,6,5,7,4,9,4,9,4,9,4,0,1,-500
86347.lin,open,17,9,4,5,8,5,7,8,5,8,4,3,0,1,140
86347.lin,closed,17,9,4,5,8,5,7,8,5,8,4,3,0,1,140
86347.lin,open,18,8,5,5,7,6,6,6,7,7,6,2,0,1,110
86347.lin,closed,18,8,5,5,7,6,6,6,7,7,6,2,0,1,110
86347.lin,open,19,9,4,4,9,9,3,4,9,7,6,3,0,1,140
86347.lin,closed,19,9,4,4,9,9,3,4,9,7,6,3,0,1,140
86347.lin,open,20,8,4,10,3,6,7,8,5,8,5,4,1,1,620
86347.lin,closed,20,8,4,10,3,6,7,8,5,8,5,4,1,1,620
86347.lin,open,21,10,3,10,3,7,6,9,4,7,5,4,0,1,620
86347.lin,closed,21,10,3,10,3,7,6,9,4,7,5,4,0,1,620
86347.lin,open,22,6,7,4,9,5,8,3,10,4,8,2,1,0,-140
86347.lin,closed,22,6,7,4,9,5,8,3,10,4,8,2,1,0,-140
86347.lin,open,23,5,8,5,8,5,8,6,7,5,8,1,4,0,-120
86347.lin,closed,23,5,8,5,8,5,8,6,7,5,8,1,4,0,-120
86347.lin,open,24,10,3,6,6,5,7,5,8,8,5,4,0,1,420
86347.lin,closed,24,10,3,6,6,5,7,5,8,8,5,4,0,1,420
86347.lin,open,25,7,5,7,6,7,4,4,7,7,4,2,3,0,-90
86347.lin,closed,25,7,5,7,6,7,4,4,7,7,4,2,3,0,-90
86347.lin,open,26,5,8,8,5,9,4,4,9,8,4,3,2,1,110
86347.lin,closed,26,5,8,8,5,9,4,4,9,8,4,3,2,1,110
86347.lin,open,27,11,2,9,4,12,1,12,1,12,1,6,4,1,990
86347.lin,closed,27,11,2,9,4,12,1,12,1,12,1,6,4,1,990
86347.lin,open,28,6,6,4,9,6,7,7,6,5,7,1,1,0,-140
86347.lin,closed,28,6,6,4,9,6,7,7,6,5,7,1,1,0,-140
86347.lin,open,29,8,5,3,10,7,6,8,5,7,6,4,0,1,-500
86347.lin,closed,29,8,5,3,10,7,6,8,5,7,6,4,0,1,-500
86347.lin,open,30,4,8,5,7,8,5,7,6,7,5,2,4,1,-100
86347.lin,closed,30,4,8,5,7,8,5,7,6,7,5,2,4,1,-100
86347.lin,open,31,6,6,7,6,6,7,11,2,6,4,5,3,1,600
86347.lin,closed,31,6,6,7,6,6,7,11,2,6,4,5,3,1,600
86347.lin,open,32,11,2,12,1,12,1,11,2,12,1,6,4,1,990
86347.lin,closed,32,11,2,12,1,12,1,11,2,12,1,6,4,1,990
86348.lin,open,17,9,4,5,8,5,7,8,5,8,4,3,0,1,140
86348.lin,closed,17,9,4,5,8,5,7,8,5,8,4,3,0,1,140
86348.lin,open,18,8,5,5,7,6,6,6,7,7,6,2,0,1,110
86348.lin,closed,18,8,5,5,7,6,6,6,7,7,6,2,0,1,110
86348.lin,open,19,9,4,4,9,9,3,4,9,7,6,3,0,1,140
86348.lin,closed,19,9,4,4,9,9,3,4,9,7,6,3,0,1,140
86348.lin,open,20,8,4,10,3,6,7,8,5,8,5,4,1,1,620
86348.lin,closed,20,8,4,10,3,6,7,8,5,8,5,4,1,1,620
86348.lin,open,21,10,3,10,3,7,6,9,4,7,5,4,0,1,620
86348.lin,closed,21,10,3,10,3,7,6,9,4,7,5,4,0,1,620
86348.lin,open,22,6,7,4,9,5,8,3,10,4,8,2,1,0,-140
86348.lin,closed,22,6,7,4,9,5,8,3,10,4,8,2,1,0,-140
86348.lin,open,23,5,8,5,8,5,8,6,7,5,8,1,4,0,-120
86348.lin,closed,23,5,8,5,8,5,8,6,7,5,8,1,4,0,-120
86348.lin,open,24,10,3,6,6,5,7,5,8,8,5,4,0,1,420
86348.lin,closed,24,10,3,6,6,5,7,5,8,8,5,4,0,1,420
86348.lin,open,25,7,5,7,6,7,4,4,7,7,4,2,3,0,-90
86348.lin,closed,25,7,5,7,6,7,4,4,7,7,4,2,3,0,-90
86348.lin,open,26,5,8,8,5,9,4,4,9,8,4,3,2,1,110
86348.lin,closed,26,5,8,8,5,9,4,4,9,8,4,3,2,1,110
86348.lin,open,27,11,2,9,4,12,1,12,1,12,1,6,4,1,990
86348.lin,closed,27,11,2,9,4,12,1,12,1,12,1,6,4,1,990
86348.lin,open,28,6,6,4,9,6,7,7,6,5,7,1,1,0,-140
86348.lin,closed,28,6,6,4,9,6,7,7,6,5,7,1,1,0,-140
86348.lin,open,29,8,5,3,10,7,6,8,5,7,6,4,0,1,-500
86348.lin,closed,29,8,5,3,10,7,6,8,5,7,6,4,0,1,-500
86348.lin,open,30,4,8,5,7,8,5,7,6,7,5,2,4,1,-100
86348.lin,closed,30,4,8,5,7,8,5,7,6,7,5,2,4,1,-100
86348.lin,open,31,6,6,7,6,6,7,11,2,6,4,5,3,1,600
86348.lin,closed,31,6,6,7,6,6,7,11,2,6,4,5,3,1,600
86348.lin,open,32,11,2,12,1,12,1,11,2,12,1,6,4,1,990
86348.lin,closed,32,11,2,12,1,12,1,11,2,12,1,6,4,1,990
86349.lin,open,1,7,6,7,5,7,5,4,9,4,9,3,4,0,-400
86349.lin,closed,1,7,6,7,5,7,5,4,9,4,9,3,4,0,-400
86349.lin,open,2,10,3,9,3,5,8,6,6,8,4,5,2,0,500
86349.lin,closed,2,10,3,9,3,5,8,6,6,8,4,5,2,0,500
86349.lin,open,3,10,3,8,5,10,3,10,3,10,3,3,4,1,430
86349.lin,closed,3,10,3,8,5,10,3,10,3,10,3,3,4,1,430
86349.lin,open,4,1,12,0,13,4,9,5,8,4,9,7,1,0,-2210
86349.lin,closed,4,1,12,0,13,4,9,5,8,4,9,7,1,0,-2210
86349.lin,open,5,6,6,13,0,7,6,13,0,13,0,7,4,1,2220
86349.lin,closed,5,6,6,13,0,7,6,13,0,13,0,7,4,1,2220
86349.lin,open,6,7,5,4,8,2,10,3,7,3,10,4,4,0,-630
86349.lin,closed,6,7,5,4,8,2,10,3,7,3,10,4,4,0,-630
86349.lin,open,7,2,11,5,8,3,10,5,7,2,11,3,4,0,-660
86349.lin,closed,7,2,11,5,8,3,10,5,7,2,11,3,4,0,-660
86349.lin,open,8,9,4,9,3,10,3,7,6,9,4,3,4,1,400
86349.lin,closed,8,9,4,9,3,10,3,7,6,9,4,3,4,1,400
86349.lin,open,9,9,4,10,3,12,1,11,2,12,1,6,4,1,990
86349.lin,closed,9,9,4,10,3,12,1,11,2,12,1,6,4,1,990
86349.lin,open,10,8,3,4,9,1,11,10,3,2,7,6,3,1,-500
86349.lin,closed,10,8,3,4,9,1,11,10,3,2,7,6,3,1,-500
86349.lin,open,11,8,5,10,3,9,4,8,5,8,5,4,1,1,420
86349.lin,closed,11,8,5,10,3,9,4,8,5,8,5,4,1,1,420
86349.lin,open,12,8,5,6,7,9,4,7,6,7,5,2,4,1,120
86349.lin,closed,12,8,5,6,7,9,4,7,6,7,5,2,4,1,120
86349.lin,open,13,4,9,5,8,3,10,6,7,3,10,3,4,0,-630
86349.lin,closed,13,4,9,5,8,3,10,6,7,3,10,3,4,0,-630
86349.lin,open,14,8,4,7,6,6,6,7,6,8,5,1,4,1,120
86349.lin,closed,14,8,4,7,6,6,6,7,6,8,5,1,4,1,120
86349.lin,open,15,2,11,2,11,5,7,8,5,3,7,4,0,0,-450
86349.lin,closed,15,2,11,2,11,5,7,8,5,3,7,4,0,0,-450
86349.lin,open,16,6,7,7,6,2,11,9,4,4,6,6,3,1,-500
86349.lin,closed,16,6,7,7,6,2,11,9,4,4,6,6,3,1,-500
86350.lin,open,1,7,6,7,5,7,5,4,9,4,9,3,4,0,-400
86350.lin,closed,1,7,6,7,5,7,5,4,9,4,9,3,4,0,-400
86350.lin,open,2,10,3,9,3,5,8,6,6,8,4,5,2,0,500
86350.lin,closed,2,10,3,9,3,5,8,6,6,8,4,5,2,0,500
86350.lin,open,3,10,3,8,5,10,3,10,3,10,3,3,4,1,430
86350.lin,closed,3,10,3,8,5,10,3,10,3,10,3,3,4,1,430
86350.lin,open,4,1,12,0,13,4,9,5,8,4,9,7,1,0,-2210
86350.lin,closed,4,1,12,0,13,4,9,5,8,4,9,7,1,0,-2210
86350.lin,open,5,6,6,13,0,7,6,13,0,13,0,7,4,1,2220
86350.lin,closed,5,6,6,13,0,7,6,13,0,13,0,7,4,1,2220
86350.lin,open,6,7,5,4,8,2,10,3,7,3,10,4,4,0,-630
86350.lin,closed,6,7,5,4,8,2,10,3,7,3,10,4,4,0,-630
86350.lin,open,7,2,11,5,8,3,10,5,7,2,11,3,4,0,-660
86350.lin,closed,7,2,11,5,8,3,10,5,7,2,11,3,4,0,-660
86350.lin,open,8,9,4,9,3,10,3,7,6,9,4,3,4,1,400
86350.lin,closed,8,9,4,9,3,10,3,7,6,9,4,3,4,1,400
86350.lin,open,9,9,4,10,3,12,1,11,2,12,1,6,4,1,990
86350.lin,closed,9,9,4,10,3,12,1,11,2,12,1,6,4,1,990
86350.lin,open,10,8,3,4,9,1,11,10,3,2,7,6,3,1,-500
86350.lin,closed,10,8,3,4,9,1,11,10,3,2,7,6,3,1,-500
86350.lin,open,11,8,5,10,3,9,4,8,5,8,5,4,1,1,420
86350.lin,closed,11,8,5,10,3,9,4,8,5,8,5,4,1,1,420
86350.lin,open,12,8,5,6,7,9,4,7,6,7,5,2,4,1,120
86350.lin,closed,12,8,5,6,7,9,4,7,6,7,5,2,4,1,120
86350.lin,open,13,4,9,5,8,3,10,6,7,3,10,3,4,0,-630
86350.lin,closed,13,4,9,5,8,3,10,6,7,3,10,3,4,0,-630
86350.lin,open,14,8,4,7,6,6,6,7,6,8,5,1,4,1,120
86350.lin,closed,14,8,4,7,6,6,6,7,6,8,5,1,4,1,120
86350.lin,open,15,2,11,2,11,5,7,8,5,3,7,4,0,0,-450
86350.lin,closed,15,2,11,2,11,5,7,8,5,3,7,4,0,0,-450
86350.lin,open,16,6,7,7,6,2,11,9,4,4,6,6,3,1,-500
86350.lin,closed,16,6,7,7,6,2,11,9,4,4,6,6,3,1,-500
86351.lin,open,17,7,6,6,6,3,10,3,10,4,8,3,4,0,-400
86351.lin,closed,17,7,6,6,6,3,10,3,10,4,8,3,4,0,-400
86351.lin,open,18,5,8,6,7,4,9,3,10,4,9,3,4,0,-400
86351.lin,closed,18,5,8,6,7,4,9,3,10,4,9,3,4,0,-400
86351.lin,open,19,3,10,4,9,4,9,2,10,3,9,4,0,0,-620
86351.lin,closed,19,3,10,4,9,4,9,2,10,3,9,4,0,0,-620
86351.lin,open,20,8,4,4,9,7,6,5,8,7,6,3,1,0,-140
86351.lin,closed,20,8,4,4,9,7,6,5,8,7,6,3,1,0,-140
86351.lin,open,21,3,10,2,11,8,5,7,5,4,8,4,1,0,-450
86351.lin,closed,21,3,10,2,11,8,5,7,5,4,8,4,1,0,-450
86351.lin,open,22,5,8,6,7,4,9,7,6,7,6,3,2,0,-110
86351.lin,closed,22,5,8,6,7,4,9,7,6,7,6,3,2,0,-110
86351.lin,open,23,10,3,6,7,10,3,5,7,6,5,4,0,1,620
86351.lin,closed,23,10,3,6,7,10,3,5,7,6,5,4,0,1,620
86351.lin,open,24,9,4,9,3,11,2,7,6,8,2,5,2,1,400
86351.lin,closed,24,9,4,9,3,11,2,7,6,8,2,5,2,1,400
86351.lin,open,25,3,10,7,5,8,5,3,10,4,8,5,2,1,-500
86351.lin,closed,25,3,10,7,5,8,5,3,10,4,8,5,2,1,-500
86351.lin,open,26,6,7,3,10,2,11,2,11,3,8,4,1,0,-620
86351.lin,closed,26,6,7,3,10,2,11,2,11,3,8,4,1,0,-620
86351.lin,open,27,4,9,5,8,3,9,5,8,3,9,3,4,0,-400
86351.lin,closed,27,4,9,5,8,3,9,5,8,3,9,3,4,0,-400
86351.lin,open,28,8,4,7,5,2,10,1,11,1,11,3,4,0,-460
86351.lin,closed,28,8,4,7,5,2,10,1,11,1,11,3,4,0,-460
86351.lin,open,29,7,6,8,5,6,6,3,10,6,7,3,3,0,-130
86351.lin,closed,29,7,6,8,5,6,6,3,10,6,7,3,3,0,-130
86351.lin,open,30,3,10,4,9,4,9,2,11,2,11,3,4,0,-460
86351.lin,closed,30,3,10,4,9,4,9,2,11,2,11,3,4,0,-460
86351.lin,open,31,11,2,8,5,6,6,8,5,9,4,4,0,1,650
86351.lin,closed,31,11,2,8,5,6,6,8,5,9,4,4,0,1,650
86351.lin,open,32,9,4,8,5,9,4,8,4,9,4,3,4,1,400
86351.lin,closed,32,9,4,8,5,9,4,8,4,9,4,3,4,1,400
86352.lin,open,17,7,6,6,6,3,10,3,10,4,8,3,4,0,-400
86352.lin,closed,17,7,6,6,6,3,10,3,10,4,8,3,4,0,-400
86352.lin,open,18,5,8,6,7,4,9,3,10,4,9,3,4,0,-400
86352.lin,closed,18,5,8,6,7,4,9,3,10,4,9,3,4,0,-400
86352.lin,open,19,3,10,4,9,4,9,2,10,3,9,4,0,0,-620
86352.lin,closed,19,3,10,4,9,4,9,2,10,3,9,4,0,0,-620
86352.lin,open,20,8,4,4,9,7,6,5,8,7,6,3,1,0,-140
86352.lin,closed,20,8,4,4,9,7,6,5,8,7,6,3,1,0,-140
86352.lin,open,21,3,10,2,11,8,5,7,5,4,8,4,1,0,-450
86352.lin,closed,21,3,10,2,11,8,5,7,5,4,8,4,1,0,-450
86352.lin,open,22,5,8,6,7,4,9,7,6,7,6,3,2,0,-110
86352.lin,closed,22,5,8,6,7,4,9,7,6,7,6,3,2,0,-110
86352.lin,open,23,10,3,6,7,10,3,5,7,6,5,4,0,1,620
86352.lin,closed,23,10,3,6,7,10,3,5,7,6,5,4,0,1,620
86352.lin,open,24,9,4,9,3,11,2,7,6,8,2,5,2,1,400
86352.lin,closed,24,9,4,9,3,11,2,7,6,8,2,5,2,1,400
86352.lin,open,25,3,10,7,5,8,5,3,10,4,8,5,2,1,-500
86352.lin,closed,25,3,10,7,5,8,5,3,10,4,8,5,2,1,-500
86352.lin,open,26,6,7,3,10,2,11,2,11,3,8,4,1,0,-620
86352.lin,closed,26,6,7,3,10,2,11,2,11,3,8,4,1,0,-620
86352.lin,open,27,4,9,5,8,3,9,5,8,3,9,3,4,0,-400
86352.lin,closed,27,4,9,5,8,3,9,5,8,3,9,3,4,0,-400
86352.lin,open,28,8,4,7,5,2,10,1,11,1,11,3,4,0,-460
86352.lin,closed,28,8,4,7,5,2,10,1,11,1,11,3,4,0,-460
86352.lin,open,29,7,6,8,5,6,6,3,10,6,7,3,3,0,-130
86352.lin,closed,29,7,6,8,5,6,6,3,10,6,7,3,3,0,-130
86352.lin,open,30,3,10,4,9,4,9,2,11,2,11,3,4,0,-460
86352.lin,closed,30,3,10,4,9,4,9,2,11,2,11,3,4,0,-460
86352.lin,open,31,11,2,8,5,6,6,8,5,9,4,4,0,1,650
86352.lin,closed,31,11,2,8,5,6,6,8,5,9,4,4,0,1,650
86352.lin,open,32,9,4,8,5,9,4,8,4,9,4,3,4,1,400
86352.lin,closed,32,9,4,8,5,9,4,8,4,9,4,3,4,1,400
86353.lin,open,1,6,5,4,9,7,6,5,8,6,7,2,1,0,-140
86353.lin,closed,1,6,5,4,9,7,6,5,8,6,7,2,1,0,-140
86353.lin,open,2,5,8,3,9,5,8,3,10,3,9,3,4,0,-400
86353.lin,closed,2,5,8,3,9,5,8,3,10,3,9,3,4,0,-400
86353.lin,open,3,12,1,7,5,5,8,12,0,7,1,6,0,1,980
86353.lin,closed,3,12,1,7,5,5,8,12,0,7,1,6,0,1,980
86353.lin,open,4,7,6,9,4,7,5,10,3,9,4,3,4,1,600
86353.lin,closed,4,7,6,9,4,7,5,10,3,9,4,3,4,1,600
86353.lin,open,5,12,0,9,4,10,1,10,3,12,0,6,4,1,1440
86353.lin,closed,5,12,0,9,4,10,1,10,3,12,0,6,4,1,1440
86353.lin,open,6,6,6,3,10,6,6,4,8,4,7,4,1,0,-620
86353.lin,closed,6,6,6,3,10,6,6,4,8,4,7,4,1,0,-620
86353.lin,open,7,12,1,8,5,12,0,6,6,12,1,6,4,1,1440
86353.lin,closed,7,12,1,8,5,12,0,6,6,12,1,6,4,1,1440
86353.lin,open,8,7,6,3,10,5,7,7,6,5,8,4,1,0,-420
86353.lin,closed,8,7,6,3,10,5,7,7,6,5,8,4,1,0,-420
86353.lin,open,9,7,5,6,6,8,5,2,11,2,10,5,2,1,-500
86353.lin,closed,9,7,5,6,6,8,5,2,11,2,10,5,2,1,-500
86353.lin,open,10,8,4,7,5,9,3,6,7,6,4,1,0,1,110
86353.lin,closed,10,8,4,7,5,9,3,6,7,6,4,1,0,1,110
86353.lin,open,11,7,6,6,7,5,8,4,9,6,7,3,3,0,-110
86353.lin,closed,11,7,6,6,7,5,8,4,9,6,7,3,3,0,-110
86353.lin,open,12,5,7,5,7,5,7,4,9,4,9,3,4,0,-400
86353.lin,closed,12,5,7,5,7,5,7,4,9,4,9,3,4,0,-400
86353.lin,open,13,7,6,10,3,8,5,9,4,7,4,4,1,1,620
86353.lin,closed,13,7,6,10,3,8,5,9,4,7,4,4,1,1,620
86353.lin,open,14,2,11,8,4,10,3,1,11,2,7,6,2,1,-300
86353.lin,closed,14,2,11,8,4,10,3,1,11,2,7,6,2,1,-300
86353.lin,open,15,7,6,5,8,5,8,3,10,4,9,3,4,0,-400
86353.lin,closed,15,7,6,5,8,5,8,3,10,4,9,3,4,0,-400
86353.lin,open,16,5,6,4,8,7,6,9,3,6,6,3,3,1,110
86353.lin,closed,16,5,6,4,8,7,6,9,3,6,6,3,3,1,110
86354.lin,open,1,6,5,4,9,7,6,5,8,6,7,2,1,0,-140
86354.lin,closed,1,6,5,4,9,7,6,5,8,6,7,2,1,0,-140
86354.lin,open,2,5,8,3,9,5,8,3,10,3,9,3,4,0,-400
86354.lin,closed,2,5,8,3,9,5,8,3,10,3,9,3,4,0,-400
86354.lin,open,3,12,1,7,5,5,8,12,0,7,1,6,0,1,980
86354.lin,closed,3,12,1,7,5,5,8,12,0,7,1,6,0,1,980
86354.lin,open,4,7,6,9,4,7,5,10,3,9,4,3,4,1,600
86354.lin,closed,4,7,6,9,4,7,5,10,3,9,4,3,4,1,600
86354.lin,open,5,12,0,9,4,10,1,10,3,12,0,6,4,1,1440
86354.lin,closed,5,12,0,9,4,10,1,10,3,12,0,6,4,1,1440
86354.lin,open,6,6,6,3,10,6,6,4,8,4,7,4,1,0,-620
86354.lin,closed,6,6,6,3,10,6,6,4,8,4,7,4,1,0,-620
86354.lin,open,7,12,1,8,5,12,0,6,6,12,1,6,4,1,1440
86354.lin,closed,7,12,1,8,5,12,0,6,6,12,1,6,4,1,1440
86354.lin,open,8,7,6,3,10,5,7,7,6,5,8,4,1,0,-420
86354.lin,closed,8,7,6,3,10,5,7,7,6,5,8,4,1,0,-420
86354.lin,open,9,7,5,6,6,8,5,2,11,2,10,5,2,1,-500
86354.lin,closed,9,7,5,6,6,8,5,2,11,2,10,5,2,1,-500
86354.lin,open,10,8,4,7,5,9,3,6,7,6,4,1,0,1,110
86354.lin,closed,10,8,4,7,5,9,3,6,7,6,4,1,0,1,110
86354.lin,open,11,7,6,6,7,5,8,4,9,6,7,3,3,0,-110
86354.lin,closed,11,7,6,6,7,5,8,4,9,6,7,3,3,0,-110
86354.lin,open,12,5,7,5,7,5,7,4,9,4,9,3,4,0,-400
86354.lin,closed,12,5,7,5,7,5,7,4,9,4,9,3,4,0,-400
86354.lin,open,13,7,6,10,3,8,5,9,4,7,4,4,1,1,620
86354.lin,closed,13,7,6,10,3,8,5,9,4,7,4,4,1,1,620
86354.lin,open,14,2,11,8,4,10,3,1,11,2,7,6,2,1,-300
86354.lin,closed,14,2,11,8,4,10,3,1,11,2,7,6,2,1,-300
86354.lin,open,15,7,6,5,8,5,8,3,10,4,9,3,4,0,-400
86354.lin,closed,15,7,6,5,8,5,8,3,10,4,9,3,4,0,-400
86354.lin,open,16,5,6,4,8,7,6,9,3,6,6,3,3,1,110
86354.lin,closed,16,5,6,4,8,7,6,9,3,6,6,3,3,1,110
86355.lin,open,17,6,7,3,9,6,7,5,7,5,8,2,1,0,-140
86355.lin,closed,17,6,7,3,9,6,7,5,7,5,8,2,1,0,-140
86355.lin,open,18,6,7,9,4,11,2,6,6,8,4,5,2,1,600
86355.lin,closed,18,6,7,9,4,11,2,6,6,8,4,5,2,1,600
86355.lin,open,19,5,8,3,10,5,7,7,6,3,9,4,1,0,-620
86355.lin,closed,19,5,8,3,10,5,7,7,6,3,9,4,1,0,-620
86355.lin,open,20,3,10,9,4,5,7,6,6,7,5,5,1,1,-500
86355.lin,closed,20,3,10,9,4,5,7,6,6,7,5,5,1,1,-500
86355.lin,open,21,8,4,7,6,7,6,10,3,9,4,3,4,1,600
86355.lin,closed,21,8,4,7,6,7,6,10,3,9,4,3,4,1,600
86355.lin,open,22,7,6,5,8,4,9,4,8,4,8,2,4,0,-120
86355.lin,closed,22,7,6,5,8,4,9,4,8,4,8,2,4,0,-120
86355.lin,open,23,7,6,4,8,3,10,3,9,3,7,2,2,0,-130
86355.lin,closed,23,7,6,4,8,3,10,3,9,3,7,2,2,0,-130
86355.lin,open,24,8,5,5,8,3,9,9,4,3,8,5,3,1,-300
86355.lin,closed,24,8,5,5,8,3,9,9,4,3,8,5,3,1,-300
86355.lin,open,25,8,5,11,2,8,4,6,7,7,6,4,1,1,450
86355.lin,closed,25,8,5,11,2,8,4,6,7,7,6,4,1,1,450
86355.lin,open,26,1,11,8,5,9,4,4,9,5,4,5,0,0,-650
86355.lin,closed,26,1,11,8,5,9,4,4,9,5,4,5,0,0,-650
86355.lin,open,27,11,1,11,0,8,5,6,7,11,2,3,4,1,460
86355.lin,closed,27,11,1,11,0,8,5,6,7,11,2,3,4,1,460
86355.lin,open,28,6,7,6,7,9,4,7,5,8,5,2,4,1,120
86355.lin,closed,28,6,7,6,7,9,4,7,5,8,5,2,4,1,120
86355.lin,open,29,10,3,7,5,9,3,6,7,7,4,4,0,1,620
86355.lin,closed,29,10,3,7,5,9,3,6,7,7,4,4,0,1,620
86355.lin,open,30,11,2,7,5,7,6,11,2,10,2,4,0,1,450
86355.lin,closed,30,11,2,7,5,7,6,11,2,10,2,4,0,1,450
86355.lin,open,31,4,9,7,6,6,6,3,10,4,7,1,0,0,-140
86355.lin,closed,31,4,9,7,6,6,6,3,10,4,7,1,0,0,-140
86355.lin,open,32,6,6,5,8,4,8,8,4,6,7,3,3,1,-100
86355.lin,closed,32,6,6,5,8,4,8,8,4,6,7,3,3,1,-100
86356.lin,open,17,6,7,3,9,6,7,5,7,5,8,2,1,0,-140
86356.lin,closed,17,6,7,3,9,6,7,5,7,5,8,2,1,0,-140
86356.lin,open,18,6,7,9,4,11,2,6,6,8,4,5,2,1,600
86356.lin,closed,18,6,7,9,4,11,2,6,6,8,4,5,2,1,600
86356.lin,open,19,5,8,3,10,5,7,7,6,3,9,4,1,0,-620
86356.lin,closed,19,5,8,3,10,5,7,7,6,3,9,4,1,0,-620
86356.lin,open,20,3,10,9,4,5,7,6,6,7,5,5,1,1,-500
86356.lin,closed,20,3,10,9,4,5,7,6,6,7,5,5,1,1,-500
86356.lin,open,21,8,4,7,6,7,6,10,3,9,4,3,4,1,600
86356.lin,closed,21,8,4,7,6,7,6,10,3,9,4,3,4,1,600
86356.lin,open,22,7,6,5,8,4,9,4,8,4,8,2,4,0,-120
86356.lin,closed,22,7,6,5,8,4,9,4,8,4,8,2,4,0,-120
86356.lin,open,23,7,6,4,8,3,10,3,9,3,7,2,2,0,-130
86356.lin,closed,23,7,6,4,8,3,10,3,9,3,7,2,2,0,-130
86356.lin,open,24,8,5,5,8,3,9,9,4,3,8,5,3,1,-300
86356.lin,closed,24,8,5,5,8,3,9,9,4,3,8,5,3,1,-300
86356.lin,open,25,8,5,11,2,8,4,6,7,7,6,4,1,1,450
86356.lin,closed,25,8,5,11,2,8,4,6,7,7,6,4,1,1,450
86356.lin,open,26,1,11,8,5,9,4,4,9,5,4,5,0,0,-650
86356.lin,closed,26,1,11,8,5,9,4,4,9,5,4,5,0,0,-650
86356.lin,open,27,11,1,11,0,8,5,6,7,11,2,3,4,1,460
86356.lin,closed,27,11,1,11,0,8,5,6,7,11,2,3,4,1,460
86356.lin,open,28,6,7,6,7,9,4,7,5,8,5,2,4,1,120
86356.lin,closed,28,6,7,6,7,9,4,7,5,8,5,2,4,1,120
86356.lin,open,29,10,3,7,5,9,3,6,7,7,4,4,0,1,620
86356.lin,closed,29,10,3,7,5,9,3,6,7,7,4,4,0,1,620
86356.lin,open,30,11,2,7,5,7,6,11,2,10,2,4,0,1,450
86356.lin,closed,30,11,2,7,5,7,6,11,2,10,2,4,0,1,450
86356.lin,open,31,4,9,7,6,6,6,3,10,4,7,1,0,0,-140
86356.lin,closed,31,4,9,7,6,6,6,3,10,4,7,1,0,0,-140
86356.lin,open,32,6,6,5,8,4,8,8,4,6,7,3,3,1,-100
86356.lin,closed,32,6,6,5,8,4,8,8,4,6,7,3,3,1,-100
86357.lin,open,1,10,3,5,8,10,3,6,7,7,6,4,0,1,420
86357.lin,closed,1,10,3,5,8,10,3,6,7,7,6,4,0,1,420
86357.lin,open,2,11,2,13,0,13,0,12,1,13,0,7,4,1,2220
86357.lin,closed,2,11,2,13,0,13,0,12,1,13,0,7,4,1,2220
86357.lin,open,3,6,7,5,7,8,2,8,4,7,4,1,4,1,90
86357.lin,closed,3,6,7,5,7,8,2,8,4,7,4,1,4,1,90
86357.lin,open,4,7,5,8,5,9,3,6,6,7,6,1,1,1,110
86357.lin,closed,4,7,5,8,5,9,3,6,6,7,6,1,1,1,110
86357.lin,open,5,4,9,4,9,7,6,5,7,5,8,1,0,0,-140
86357.lin,closed,5,4,9,4,9,7,6,5,7,5,8,1,0,0,-140
86357.lin,open,6,7,5,9,3,5,7,3,9,4,9,4,4,0,200
86357.lin,closed,6,7,5,9,3,5,7,3,9,4,9,4,4,0,200
86357.lin,open,7,4,9,5,8,4,9,3,10,3,10,3,4,0,-630
86357.lin,closed,7,4,9,5,8,4,9,3,10,3,10,3,4,0,-630
86357.lin,open,8,4,9,11,2,4,9,9,4,6,4,5,0,0,300
86357.lin,closed,8,4,9,11,2,4,9,9,4,6,4,5,0,0,300
86357.lin,open,9,10,2,9,4,9,3,9,4,10,3,3,4,1,430
86357.lin,closed,9,10,2,9,4,9,3,9,4,10,3,3,4,1,430
86357.lin,open,10,0,12,3,10,0,12,3,10,0,12,6,4,0,-1440
86357.lin,closed,10,0,12,3,10,0,12,3,10,0,12,6,4,0,-1440
86357.lin,open,11,6,7,2,11,2,11,2,11,2,9,4,1,0,-450
86357.lin,closed,11,6,7,2,11,2,11,2,11,2,9,4,1,0,-450
86357.lin,open,12,8,3,4,8,9,4,3,10,7,5,4,3,0,-130
86357.lin,closed,12,8,3,4,8,9,4,3,10,7,5,4,3,0,-130
86357.lin,open,13,5,7,11,2,9,4,6,7,10,2,4,1,1,650
86357.lin,closed,13,5,7,11,2,9,4,6,7,10,2,4,1,1,650
86357.lin,open,14,6,7,7,6,8,5,8,5,8,5,2,4,1,120
86357.lin,closed,14,6,7,7,6,8,5,8,5,8,5,2,4,1,120
86357.lin,open,15,3,9,8,5,6,7,4,8,3,9,3,4,0,-400
86357.lin,closed,15,3,9,8,5,6,7,4,8,3,9,3,4,0,-400
