_source_file,_room,_board_number,ns_dd_S,ew_dd_S,ns_dd_H,ew_dd_H,ns_dd_D,ew_dd_D,ns_dd_C,ew_dd_C,ns_dd_N,ew_dd_N,dd_par_level,dd_par_denom,dd_par_declarer_is_ns,dd_par_score
85392.lin,closed,21,6,6,7,5,8,5,7,6,6,6,2,2,1,90
85392.lin,open,22,0,11,6,3,4,9,9,4,5,4,6,3,1,-500
85392.lin,closed,22,0,11,6,3,4,9,9,4,5,4,6,3,1,-500
85392.lin,open,23,4,9,4,9,7,6,5,8,5,8,1,0,0,-140
85392.lin,closed,23,4,9,4,9,7,6,5,8,5,8,1,0,0,-140
85392.lin,open,24,5,7,2,11,2,10,7,6,3,7,4,1,0,-450
85392.lin,closed,24,5,7,2,11,2,10,7,6,3,7,4,1,0,-450
85394.lin,open,7,6,7,6,7,9,3,10,3,7,3,2,3,1,130
85394.lin,closed,7,6,7,6,7,9,3,10,3,7,3,2,3,1,130
85394.lin,open,8,1,11,6,7,1,11,4,9,1,9,4,0,0,-450
85394.lin,closed,8,1,11,6,7,1,11,4,9,1,9,4,0,0,-450
85394.lin,open,9,1,12,5,8,1,12,5,8,1,12,6,4,0,-1440
85394.lin,closed,9,1,12,5,8,1,12,5,8,1,12,6,4,0,-1440
85394.lin,open,10,2,10,2,10,7,6,7,6,4,8,4,0,0,-620
85394.lin,closed,10,2,10,2,10,7,6,7,6,4,8,4,0,0,-620
85394.lin,open,11,6,7,2,10,1,10,2,11,2,11,3,4,0,-460
85394.lin,closed,11,6,7,2,10,1,10,2,11,2,11,3,4,0,-460
85394.lin,open,12,10,2,9,4,8,5,10,3,9,4,4,0,1,620
85394.lin,closed,12,10,2,9,4,8,5,10,3,9,4,4,0,1,620
85395.lin,open,13,1,12,7,5,6,7,6,6,3,9,6,0,0,-1430
85395.lin,closed,13,1,12,7,5,6,7,6,6,3,9,6,0,0,-1430
85395.lin,open,14,8,5,4,9,5,7,6,7,4,9,4,0,1,-300
85395.lin,closed,14,8,5,4,9,5,7,6,7,4,9,4,0,1,-300
85395.lin,open,15,7,5,9,4,7,5,9,4,8,5,1,1,1,140
85395.lin,closed,15,7,5,9,4,7,5,9,4,8,5,1,1,1,140
85395.lin,open,16,3,10,3,9,3,10,3,10,3,10,3,4,0,-630
85395.lin,closed,16,3,10,3,9,3,10,3,10,3,10,3,4,0,-630
85395.lin,open,17,8,4,6,5,9,3,8,5,9,3,3,4,1,400
85395.lin,closed,17,8,4,6,5,9,3,8,5,9,3,3,4,1,400
85395.lin,open,18,9,3,4,8,2,11,2,11,3,9,5,2,0,-400
85395.lin,closed,18,9,3,4,8,2,11,2,11,3,9,5,2,0,-400
85396.lin,open,1,6,7,1,12,3,9,1,12,1,8,6,1,0,-980
85396.lin,closed,1,6,7,1,12,3,9,1,12,1,8,6,1,0,-980
85396.lin,open,2,2,11,7,6,2,11,1,12,1,12,6,4,0,-990
85396.lin,closed,2,2,11,7,6,2,11,1,12,1,12,6,4,0,-990
85396.lin,open,3,4,8,4,9,6,6,3,9,4,9,3,4,0,-600
85396.lin,closed,3,4,8,4,9,6,6,3,9,4,9,3,4,0,-600
85396.lin,open,4,3,10,10,3,3,10,9,3,3,8,5,1,1,-200
85396.lin,closed,4,3,10,10,3,3,10,9,3,3,8,5,1,1,-200
85396.lin,open,5,7,6,11,1,11,1,11,2,8,2,4,1,1,650
85396.lin,closed,5,7,6,11,1,11,1,11,2,8,2,4,1,1,650
85396.lin,open,6,5,8,7,5,3,9,9,3,7,4,4,3,1,-100
85396.lin,closed,6,5,8,7,5,3,9,9,3,7,4,4,3,1,-100
85396.lin,open,7,4,9,4,9,9,4,8,4,6,6,3,0,0,-140
85396.lin,closed,7,4,9,4,9,9,4,8,4,6,6,3,0,0,-140
85396.lin,open,8,1,12,2,10,7,5,5,8,3,8,6,0,0,-980
85396.lin,closed,8,1,12,2,10,7,5,5,8,3,8,6,0,0,-980
85396.lin,open,9,9,4,8,5,8,3,9,4,9,3,3,4,1,400
85396.lin,closed,9,9,4,8,5,8,3,9,4,9,3,3,4,1,400
85396.lin,open,10,10,3,10,3,5,8,6,4,5,3,4,0,1,620
85396.lin,closed,10,10,3,10,3,5,8,6,4,5,3,4,0,1,620
85398.lin,open,1,13,0,9,2,13,0,9,4,13,0,7,4,1,1520
85398.lin,closed,1,13,0,9,2,13,0,9,4,13,0,7,4,1,1520
85398.lin,open,2,10,2,9,4,5,8,9,4,6,6,5,2,0,500
85398.lin,closed,2,10,2,9,4,5,8,9,4,6,6,5,2,0,500
85398.lin,open,3,5,6,3,8,6,6,2,10,2,6,3,4,0,-660
85398.lin,closed,3,5,6,3,8,6,6,2,10,2,6,3,4,0,-660
85398.lin,open,4,9,3,7,6,11,2,9,4,9,3,3,4,1,600
85398.lin,closed,4,9,3,7,6,11,2,9,4,9,3,3,4,1,600
85398.lin,open,5,7,7,7,6,9,4,7,6,8,5,2,4,1,120
85398.lin,closed,5,7,7,7,6,9,4,7,6,8,5,2,4,1,120
85398.lin,open,6,7,5,8,5,7,5,9,4,9,4,3,4,1,400
85398.lin,closed,6,7,5,8,5,7,5,9,4,9,4,3,4,1,400
85398.lin,open,7,11,2,10,3,7,5,11,2,10,2,4,0,1,650
85398.lin,closed,7,11,2,10,3,7,5,11,2,10,2,4,0,1,650
85398.lin,open,8,2,11,2,10,5,7,3,9,2,11,3,4,0,-460
85398.lin,closed,8,2,11,2,10,5,7,3,9,2,11,3,4,0,-460
85398.lin,open,9,4,9,3,10,4,9,5,8,4,9,4,1,0,-620
85398.lin,closed,9,4,9,3,10,4,9,5,8,4,9,4,1,0,-620
85398.lin,open,10,8,5,7,6,6,7,4,9,5,8,2,4,0,-120
85398.lin,closed,10,8,5,7,6,6,7,4,9,5,8,2,4,0,-120
85400.lin,open,19,9,3,10,3,7,6,6,6,8,5,4,1,1,420
85400.lin,closed,19,9,3,10,3,7,6,6,6,8,5,4,1,1,420
85400.lin,open,20,6,7,2,11,4,9,1,12,2,10,6,3,0,-1370
85400.lin,closed,20,6,7,2,11,4,9,1,12,2,10,6,3,0,-1370
85400.lin,open,21,8,5,9,3,2,10,5,8,5,6,4,2,0,-130
85400.lin,closed,21,8,5,9,3,2,10,5,8,5,6,4,2,0,-130
85400.lin,open,22,2,11,2,11,3,10,4,9,2,11,3,4,0,-660
85400.lin,closed,22,2,11,2,11,3,10,4,9,2,11,3,4,0,-660
85403.lin,open,11,13,0,9,2,13,0,9,4,13,0,7,4,1,1520
85403.lin,closed,11,13,0,9,2,13,0,9,4,13,0,7,4,1,1520
85403.lin,open,12,10,2,9,4,5,8,9,4,6,6,5,2,0,500
85403.lin,closed,12,10,2,9,4,5,8,9,4,6,6,5,2,0,500
85403.lin,open,13,5,6,3,8,6,6,2,10,2,6,3,4,0,-660
85403.lin,closed,13,5,6,3,8,6,6,2,10,2,6,3,4,0,-660
85403.lin,open,14,9,3,7,6,11,2,9,4,9,3,3,4,1,400
85403.lin,closed,14,9,3,7,6,11,2,9,4,9,3,3,4,1,400
85403.lin,open,15,7,7,7,6,9,4,7,6,8,5,2,4,1,120
85403.lin,closed,15,7,7,7,6,9,4,7,6,8,5,2,4,1,120
85403.lin,closed,16,7,5,8,5,7,5,9,4,9,4,3,4,1,400
85403.lin,closed,17,11,2,10,3,7,5,11,2,10,2,4,0,1,450
85403.lin,closed,18,2,11,2,10,5,7,3,9,2,11,3,4,0,-460
85405.lin,open,1,6,7,6,6,10,2,10,2,8,2,3,2,1,130
85405.lin,closed,1,6,7,6,6,10,2,10,2,8,2,3,2,1,130
85405.lin,open,2,1,12,7,5,7,5,6,7,5,8,6,0,0,-980
85405.lin,closed,2,1,12,7,5,7,5,6,7,5,8,6,0,0,-980
85405.lin,open,3,8,4,7,5,10,3,4,9,4,4,3,2,1,130
85405.lin,closed,3,8,4,7,5,10,3,4,9,4,4,3,2,1,130
85405.lin,open,4,9,4,8,3,9,3,8,5,9,4,3,4,1,600
85405.lin,closed,4,9,4,8,3,9,3,8,5,9,4,3,4,1,600
85405.lin,open,5,6,7,7,6,7,6,7,6,6,7,1,4,0,-90
85405.lin,closed,5,6,7,7,6,7,6,7,6,6,7,1,4,0,-90
85405.lin,open,6,5,7,5,7,6,7,6,7,6,6,1,0,0,-80
85405.lin,closed,6,5,7,5,7,6,7,6,7,6,6,1,0,0,-80
85405.lin,open,7,6,7,6,7,6,6,5,7,4,9,3,4,0,-600
85405.lin,closed,7,6,7,6,7,6,6,5,7,4,9,3,4,0,-600
85405.lin,open,8,3,9,7,5,8,5,3,9,4,7,3,0,0,-140
85405.lin,closed,8,3,9,7,5,8,5,3,9,4,7,3,0,0,-140
85405.lin,open,9,7,6,8,5,7,6,9,4,7,6,1,1,1,110
85405.lin,closed,9,7,6,8,5,7,6,9,4,7,6,1,1,1,110
85405.lin,open,10,4,9,3,9,4,8,8,5,4,7,2,0,0,-140
85405.lin,closed,10,4,9,3,9,4,8,8,5,4,7,2,0,0,-140
85405.lin,open,11,11,2,9,4,10,2,8,5,11,2,3,4,1,460
85405.lin,closed,11,11,2,9,4,10,2,8,5,11,2,3,4,1,460
85405.lin,open,12,10,2,10,3,8,5,9,4,9,4,4,0,1,620
85405.lin,closed,12,10,2,10,3,8,5,9,4,9,4,4,0,1,620
85406.lin,open,33,6,6,6,6,7,6,9,4,8,5,2,4,1,120
85406.lin,closed,33,6,6,6,6,7,6,9,4,8,5,2,4,1,120
85406.lin,open,34,2,11,3,10,2,11,5,8,2,11,3,4,0,-460
85406.lin,closed,34,2,11,3,10,2,11,5,8,2,11,3,4,0,-460
85406.lin,open,35,9,4,10,2,11,2,12,1,11,2,6,3,1,920
85406.lin,closed,35,9,4,10,2,11,2,12,1,11,2,6,3,1,920
85406.lin,open,36,5,8,8,5,7,6,4,9,6,6,2,0,0,-110
85406.lin,closed,36,5,8,8,5,7,6,4,9,6,6,2,0,0,-110
85406.lin,open,37,3,10,4,9,4,9,2,11,3,9,4,0,0,-420
85406.lin,closed,37,3,10,4,9,4,9,2,11,3,9,4,0,0,-420
85406.lin,open,38,5,8,11,2,10,1,6,7,8,2,4,1,1,450
85406.lin,closed,38,5,8,11,2,10,1,6,7,8,2,4,1,1,450
85406.lin,open,39,11,2,6,7,11,1,8,5,10,2,3,4,1,660
85406.lin,closed,39,11,2,6,7,11,1,8,5,10,2,3,4,1,660
85406.lin,open,40,10,3,6,7,7,6,7,5,9,3,4,0,1,420
85406.lin,closed,40,10,3,6,7,7,6,7,5,9,3,4,0,1,420
85406.lin,open,41,6,6,8,5,9,4,9,4,9,4,3,4,1,400
85406.lin,closed,41,6,6,8,5,9,4,9,4,9,4,3,4,1,400
85406.lin,open,42,8,4,3,10,6,7,2,11,4,8,5,3,0,-600
85406.lin,closed,42,8,4,3,10,6,7,2,11,4,8,5,3,0,-600
85406.lin,open,43,6,7,2,10,2,10,2,11,4,8,4,1,0,-420
85406.lin,closed,43,6,7,2,10,2,10,2,11,4,8,4,1,0,-420
85406.lin,open,44,9,3,4,9,4,9,6,5,4,4,4,1,0,100
85406.lin,closed,44,9,3,4,9,4,9,6,5,4,4,4,1,0,100
85406.lin,open,45,3,9,7,5,6,5,6,6,3,6,1,0,0,-140
85406.lin,closed,45,3,9,7,5,6,5,6,6,3,6,1,0,0,-140
85406.lin,open,46,6,6,6,7,4,8,6,6,6,7,1,4,0,-90
85406.lin,closed,46,6,6,6,7,4,8,6,6,6,7,1,4,0,-90
85406.lin,open,47,9,3,10,3,9,4,5,7,7,6,4,1,1,620
85406.lin,closed,47,9,3,10,3,9,4,5,7,7,6,4,1,1,620
85406.lin,open,48,7,5,10,3,6,7,1,9,3,7,4,1,1,420
85407.lin,open,21,2,11,8,4,4,9,3,9,7,6,4,0,0,-450
85407.lin,closed,21,2,11,8,4,4,9,3,9,7,6,4,0,0,-450
85407.lin,open,22,7,6,9,3,8,4,8,5,8,5,1,1,1,140
85407.lin,closed,22,7,6,9,3,8,4,8,5,8,5,1,1,1,140
85407.lin,open,23,4,9,6,6,4,8,4,9,6,7,1,0,0,-140
85407.lin,closed,23,4,9,6,6,4,8,4,9,6,7,1,0,0,-140
85407.lin,open,24,5,7,6,5,3,8,3,10,5,8,2,3,0,-130
85407.lin,closed,24,5,7,6,5,3,8,3,10,5,8,2,3,0,-130
85407.lin,open,25,0,9,4,9,0,10,9,3,0,8,6,3,1,-500
85407.lin,closed,25,0,9,4,9,0,10,9,3,0,8,6,3,1,-500
85407.lin,open,26,10,3,11,2,3,9,3,9,5,7,5,1,1,650
85407.lin,closed,26,10,3,11,2,3,9,3,9,5,7,5,1,1,650
85407.lin,open,27,9,4,10,3,7,6,5,7,8,5,4,1,1,420
85407.lin,closed,27,9,4,10,3,7,6,5,7,8,5,4,1,1,420
85407.lin,open,28,4,7,4,9,7,6,6,6,6,7,1,1,0,-140
85407.lin,closed,28,4,7,4,9,7,6,6,6,6,7,1,1,0,-140
85407.lin,open,29,11,2,8,5,9,4,10,3,9,3,4,0,1,650
85407.lin,closed,29,11,2,8,5,9,4,10,3,9,3,4,0,1,650
85407.lin,open,30,10,3,5,8,5,7,3,10,4,6,5,3,0,100
85407.lin,closed,30,10,3,5,8,5,7,3,10,4,6,5,3,0,100
85408.lin,open,31,7,6,3,10,2,11,1,11,3,10,3,4,0,-430
85408.lin,closed,31,7,6,3,10,2,11,1,11,3,10,3,4,0,-430
85408.lin,open,32,11,2,10,3,8,5,8,5,10,3,4,0,1,450
85408.lin,closed,32,11,2,10,3,8,5,8,5,10,3,4,0,1,450
85408.lin,open,33,5,7,6,7,3,9,2,11,2,9,3,4,0,-400
85408.lin,closed,33,5,7,6,7,3,9,2,11,2,9,3,4,0,-400
85408.lin,open,34,7,5,10,1,10,2,9,2,9,2,4,1,1,620
85408.lin,closed,34,7,5,10,1,10,2,9,2,9,2,4,1,1,620
85408.lin,open,35,2,11,2,11,8,5,10,3,3,9,6,3,1,-300
85408.lin,closed,35,2,11,2,11,8,5,10,3,3,9,6,3,1,-300
85408.lin,open,36,4,9,6,7,6,6,4,9,5,6,1,0,0,-140
85408.lin,closed,36,4,9,6,7,6,6,4,9,5,6,1,0,0,-140
85408.lin,open,37,4,9,5,7,5,8,8,5,4,9,3,4,0,-400
85408.lin,closed,37,4,9,5,7,5,8,8,5,4,9,3,4,0,-400
85408.lin,open,38,5,8,7,6,8,4,11,2,9,4,3,4,1,400
85408.lin,closed,38,5,8,7,6,8,4,11,2,9,4,3,4,1,400
85408.lin,open,39,6,6,6,5,4,8,9,4,7,5,3,3,1,110
85408.lin,closed,39,6,6,6,5,4,8,9,4,7,5,3,3,1,110
85408.lin,open,40,8,4,9,4,11,0,6,7,8,0,5,2,1,400
85409.lin,open,13,7,5,9,4,3,10,5,5,5,8,4,2,0,-130
85409.lin,closed,13,7,5,9,4,3,10,5,5,5,8,4,2,0,-130
85409.lin,open,14,4,9,10,2,10,3,6,7,6,3,4,0,0,100
85409.lin,closed,14,4,9,10,2,10,3,6,7,6,3,4,0,0,100
85409.lin,open,15,8,5,4,8,4,9,6,7,5,7,3,2,0,-110
85409.lin,closed,15,8,5,4,8,4,9,6,7,5,7,3,2,0,-110
85409.lin,open,16,5,7,3,10,7,6,5,8,6,7,4,1,0,-620
85409.lin,closed,16,5,7,3,10,7,6,5,8,6,7,4,1,0,-620
85409.lin,open,17,10,3,6,6,10,0,12,0,8,0,6,3,1,920
85409.lin,closed,17,10,3,6,6,10,0,12,0,8,0,6,3,1,920
85409.lin,open,18,7,5,10,3,8,4,7,6,10,3,3,4,1,630
85409.lin,closed,18,7,5,10,3,8,4,7,6,10,3,3,4,1,630
85409.lin,open,19,8,5,5,8,7,6,7,6,8,5,2,4,1,120
85409.lin,closed,19,8,5,5,8,7,6,7,6,8,5,2,4,1,120
85409.lin,open,20,5,6,8,4,7,6,10,3,10,3,3,4,1,630
85409.lin,closed,20,5,6,8,4,7,6,10,3,10,3,3,4,1,630
85409.lin,open,21,2,11,8,5,8,5,2,11,2,8,4,0,0,-450
85409.lin,closed,21,2,11,8,5,8,5,2,11,2,8,4,0,0,-450
85409.lin,open,22,10,3,5,8,10,3,6,7,5,8,4,0,1,420
85409.lin,closed,22,10,3,5,8,10,3,6,7,5,8,4,0,1,420
85409.lin,open,23,5,8,8,4,7,6,7,6,6,7,2,0,0,-110
85409.lin,closed,23,5,8,8,4,7,6,7,6,6,7,2,0,0,-110
85409.lin,open,24,8,4,7,6,7,5,3,10,6,7,4,3,0,-130
85409.lin,closed,24,8,4,7,6,7,5,3,10,6,7,4,3,0,-130
85410.lin,open,31,7,6,3,10,2,11,1,11,3,10,3,4,0,-430
85410.lin,closed,31,7,6,3,10,2,11,1,11,3,10,3,4,0,-430
85410.lin,open,32,11,2,10,3,8,5,8,5,10,3,4,0,1,450
85410.lin,closed,32,11,2,10,3,8,5,8,5,10,3,4,0,1,450
85410.lin,open,33,5,7,6,7,3,9,2,11,2,9,3,4,0,-400
85410.lin,closed,33,5,7,6,7,3,9,2,11,2,9,3,4,0,-400
85410.lin,open,34,7,5,10,1,10,2,9,2,9,2,4,1,1,620
85410.lin,closed,34,7,5,10,1,10,2,9,2,9,2,4,1,1,620
85410.lin,closed,35,2,11,2,11,8,5,10,3,3,9,6,3,1,-300
85410.lin,open,36,4,9,6,7,6,6,4,9,5,6,1,0,0,-140
85410.lin,closed,36,4,9,6,7,6,6,4,9,5,6,1,0,0,-140
85410.lin,open,37,4,9,5,7,5,8,8,5,4,9,3,4,0,-400
85410.lin,closed,37,4,9,5,7,5,8,8,5,4,9,3,4,0,-400
85410.lin,open,38,5,8,7,6,8,4,11,2,9,4,3,4,1,400
85410.lin,closed,38,5,8,7,6,8,4,11,2,9,4,3,4,1,400
85410.lin,open,39,6,6,6,5,4,8,9,4,7,5,3,3,1,110
85410.lin,closed,39,6,6,6,5,4,8,9,4,7,5,3,3,1,110
85410.lin,open,40,8,4,9,4,11,0,6,7,8,0,5,2,1,400
85410.lin,closed,40,8,4,9,4,11,0,6,7,8,0,5,2,1,400
85413.lin,open,1,5,8,6,7,2,10,5,8,5,8,2,2,0,-130
85413.lin,closed,1,5,8,6,7,2,10,5,8,5,8,2,2,0,-130
85413.lin,open,2,7,6,3,10,4,9,3,10,4,9,4,1,0,-420
85413.lin,closed,2,7,6,3,10,4,9,3,10,4,9,4,1,0,-420
85413.lin,open,3,3,10,4,7,3,9,7,5,5,5,4,0,0,-620
85413.lin,closed,3,3,10,4,7,3,9,7,5,5,5,4,0,0,-620
85413.lin,open,4,7,6,4,9,3,10,2,9,4,8,2,1,0,-140
85413.lin,closed,4,7,6,4,9,3,10,2,9,4,8,2,1,0,-140
85413.lin,open,5,8,4,9,4,6,7,6,7,7,4,2,1,1,140
85413.lin,closed,5,8,4,9,4,6,7,6,7,7,4,2,1,1,140
85413.lin,open,6,4,8,2,10,4,8,4,9,4,8,4,1,0,-620
85413.lin,closed,6,4,8,2,10,4,8,4,9,4,8,4,1,0,-620
85413.lin,open,7,5,7,3,10,4,9,3,10,3,10,3,4,0,-630
85413.lin,closed,7,5,7,3,10,4,9,3,10,3,10,3,4,0,-630
85413.lin,open,8,4,7,10,2,3,9,9,2,7,2,5,2,0,300
85413.lin,closed,8,4,7,10,2,3,9,9,2,7,2,5,2,0,300
85413.lin,open,9,10,3,9,4,8,5,11,2,10,2,3,4,1,430
85413.lin,closed,9,10,3,9,4,8,5,11,2,10,2,3,4,1,430
85413.lin,open,10,7,6,4,9,6,6,3,10,4,8,2,1,0,-140
85413.lin,closed,10,7,6,4,9,6,6,3,10,4,8,2,1,0,-140
85413.lin,open,11,6,6,6,7,6,7,4,9,6,7,2,3,0,-110
85413.lin,closed,11,6,6,6,7,6,7,4,9,6,7,2,3,0,-110
85413.lin,open,12,8,4,3,10,9,4,7,5,4,9,4,1,0,-420
85413.lin,closed,12,8,4,3,10,9,4,7,5,4,9,4,1,0,-420
85414.lin,closed,13,4,9,8,4,6,7,3,10,5,7,2,0,0,-140
85414.lin,open,14,2,10,4,8,6,6,9,4,5,8,5,3,1,-300
85414.lin,closed,14,2,10,4,8,6,6,9,4,5,8,5,3,1,-300
85414.lin,open,15,8,4,10,2,6,7,11,1,11,2,4,4,1,660
85414.lin,closed,15,8,4,10,2,6,7,11,1,11,2,4,4,1,660
85414.lin,open,16,6,7,6,7,7,6,7,6,7,6,1,4,1,90
85414.lin,closed,16,6,7,6,7,7,6,7,6,7,6,1,4,1,90
85414.lin,open,17,6,6,11,2,5,8,10,3,8,5,4,1,1,450
85414.lin,closed,17,6,6,11,2,5,8,10,3,8,5,4,1,1,450
85414.lin,open,18,5,8,3,9,3,10,6,7,3,8,3,4,0,-430
85414.lin,closed,18,5,8,3,9,3,10,6,7,3,8,3,4,0,-430
85414.lin,open,19,5,8,6,7,4,9,5,8,6,7,2,0,0,-110
85414.lin,closed,19,5,8,6,7,4,9,5,8,6,7,2,0,0,-110
85414.lin,open,20,10,3,8,5,7,6,9,3,7,4,4,0,1,620
85414.lin,closed,20,10,3,8,5,7,6,9,3,7,4,4,0,1,620
85414.lin,open,21,4,8,10,1,10,3,4,8,6,3,4,0,0,300
85414.lin,closed,21,4,8,10,1,10,3,4,8,6,3,4,0,0,300
85414.lin,open,22,7,6,7,6,8,5,3,10,4,9,4,2,1,-300
85414.lin,closed,22,7,6,7,6,8,5,3,10,4,9,4,2,1,-300
85414.lin,open,23,2,10,9,4,3,10,6,7,7,6,5,1,1,-500
85414.lin,closed,23,2,10,9,4,3,10,6,7,7,6,5,1,1,-500
85414.lin,open,24,8,5,10,3,10,3,10,3,9,4,4,1,1,420
85414.lin,closed,24,8,5,10,3,10,3,10,3,9,4,4,1,1,420
85415.lin,open,25,9,4,5,8,3,8,3,8,5,6,2,0,1,140
85415.lin,closed,25,9,4,5,8,3,8,3,8,5,6,2,0,1,140
85415.lin,open,26,7,6,11,2,9,3,9,3,11,2,3,4,1,660
85415.lin,closed,26,7,6,11,2,9,3,9,3,11,2,3,4,1,660
85415.lin,open,27,12,1,9,4,9,4,9,3,11,2,6,0,1,980
85415.lin,closed,27,12,1,9,4,9,4,9,3,11,2,6,0,1,980
85415.lin,open,28,6,7,5,7,3,9,2,11,3,9,3,4,0,-400
85415.lin,closed,28,6,7,5,7,3,9,2,11,3,9,3,4,0,-400
85415.lin,open,29,1,12,5,8,6,6,1,12,3,9,6,0,0,-1430
85415.lin,closed,29,1,12,5,8,6,6,1,12,3,9,6,0,0,-1430
85415.lin,open,30,6,7,2,11,2,11,3,10,2,11,3,4,0,-460
85415.lin,closed,30,6,7,2,11,2,11,3,10,2,11,3,4,0,-460
85416.lin,open,7,2,10,6,6,7,5,5,7,5,8,4,0,0,-620
85416.lin,closed,7,2,10,6,6,7,5,5,7,5,8,4,0,0,-620
85416.lin,open,8,5,7,7,6,8,4,9,4,9,4,3,4,1,400
85416.lin,open,9,5,8,9,4,10,3,8,5,7,5,3,1,1,140
85416.lin,closed,9,5,8,9,4,10,3,8,5,7,5,3,1,1,140
85416.lin,open,10,5,8,4,8,5,8,5,8,5,8,1,4,0,-120
85416.lin,closed,10,5,8,4,8,5,8,5,8,5,8,1,4,0,-120
85416.lin,open,11,8,4,8,4,4,9,9,3,5,6,3,0,1,-100
85416.lin,closed,11,8,4,8,4,4,9,9,3,5,6,3,0,1,-100
85416.lin,open,12,9,3,9,4,7,6,8,5,9,4,3,4,1,600
85416.lin,closed,12,9,3,9,4,7,6,8,5,9,4,3,4,1,600
85417.lin,open,1,5,8,4,9,3,10,7,6,4,9,3,4,0,-400
85417.lin,closed,1,5,8,4,9,3,10,7,6,4,9,3,4,0,-400
85417.lin,open,2,8,5,3,9,8,4,6,7,8,5,3,1,0,-140
85417.lin,closed,2,8,5,3,9,8,4,6,7,8,5,3,1,0,-140
85417.lin,open,3,9,4,6,7,10,3,6,7,8,5,1,0,1,140
85417.lin,closed,3,9,4,6,7,10,3,6,7,8,5,1,0,1,140
85417.lin,open,4,3,9,4,9,4,9,5,8,5,8,1,0,0,-140
85417.lin,closed,4,3,9,4,9,4,9,5,8,5,8,1,0,0,-140
85417.lin,open,5,7,6,11,2,7,6,11,2,9,2,4,1,1,650
85417.lin,closed,5,7,6,11,2,7,6,11,2,9,2,4,1,1,650
85417.lin,open,6,2,11,6,5,2,11,8,5,2,9,5,0,0,-650
85417.lin,closed,6,2,11,6,5,2,11,8,5,2,9,5,0,0,-650
85418.lin,open,13,3,10,2,10,9,3,9,2,3,3,5,2,1,-500
85418.lin,closed,13,3,10,2,10,9,3,9,2,3,3,5,2,1,-500
85418.lin,open,14,12,1,7,5,12,0,7,6,12,1,6,4,1,990
85418.lin,closed,14,12,1,7,5,12,0,7,6,12,1,6,4,1,990
85418.lin,open,15,8,4,3,10,3,10,7,5,3,6,4,1,0,-420
85418.lin,closed,15,8,4,3,10,3,10,7,5,3,6,4,1,0,-420
85418.lin,open,16,1,12,4,9,5,8,4,9,2,10,6,0,0,-1430
85418.lin,closed,16,1,12,4,9,5,8,4,9,2,10,6,0,0,-1430
85418.lin,open,17,5,8,11,2,6,7,11,1,10,3,5,1,1,450
85418.lin,closed,17,5,8,11,2,6,7,11,1,10,3,5,1,1,450
85418.lin,open,18,6,6,9,4,9,4,6,7,6,7,3,1,1,140
85418.lin,closed,18,6,6,9,4,9,4,6,7,6,7,3,1,1,140
85419.lin,open,1,4,7,5,7,9,4,9,4,7,6,3,2,1,110
85419.lin,closed,1,4,7,5,7,9,4,9,4,7,6,3,2,1,110
85419.lin,open,2,5,8,4,8,3,9,2,11,4,9,3,4,0,-400
85419.lin,closed,2,5,8,4,8,3,9,2,11,4,9,3,4,0,-400
85419.lin,open,3,7,6,5,8,9,4,8,5,6,6,3,2,1,110
85419.lin,closed,3,7,6,5,8,9,4,8,5,6,6,3,2,1,110
85419.lin,open,4,10,3,4,8,5,8,8,5,8,4,4,0,1,620
85419.lin,closed,4,10,3,4,8,5,8,8,5,8,4,4,0,1,620
85419.lin,open,5,6,6,3,10,4,9,7,6,3,10,3,4,0,-430
85419.lin,closed,5,6,6,3,10,4,9,7,6,3,10,3,4,0,-430
85419.lin,open,6,8,5,7,6,10,3,9,4,9,4,3,4,1,400
85419.lin,closed,6,8,5,7,6,10,3,9,4,9,4,3,4,1,400
85419.lin,open,7,7,6,3,10,7,6,3,10,4,8,4,1,0,-620
85419.lin,closed,7,7,6,3,10,7,6,3,10,4,8,4,1,0,-620
85419.lin,open,8,3,10,7,6,6,7,3,10,5,8,4,0,0,-420
85419.lin,closed,8,3,10,7,6,6,7,3,10,5,8,4,0,0,-420
85419.lin,open,9,2,11,4,8,5,7,3,10,3,10,4,0,0,-650
85419.lin,closed,9,2,11,4,8,5,7,3,10,3,10,4,0,0,-650
85419.lin,open,10,8,5,4,9,9,4,8,5,4,6,3,1,0,-140
85419.lin,closed,10,8,5,4,9,9,4,8,5,4,6,3,1,0,-140
85419.lin,open,11,7,6,4,9,4,9,4,9,5,8,3,1,0,-140
85419.lin,closed,11,7,6,4,9,4,9,4,9,5,8,3,1,0,-140
85419.lin,open,12,4,8,6,6,4,9,8,4,8,5,3,2,0,-110
85419.lin,closed,12,4,8,6,6,4,9,8,4,8,5,3,2,0,-110
85421.lin,open,19,10,2,6,6,11,1,4,9,10,3,4,4,1,430
85421.lin,closed,19,10,2,6,6,11,1,4,9,10,3,4,4,1,430
85421.lin,open,20,7,5,11,2,11,2,6,7,9,2,4,1,1,650
85421.lin,closed,20,7,5,11,2,11,2,6,7,9,2,4,1,1,650
85421.lin,open,21,7,6,1,11,1,11,5,7,1,9,4,1,0,-450
85421.lin,closed,21,7,6,1,11,1,11,5,7,1,9,4,1,0,-450
85421.lin,open,22,9,4,9,4,8,5,7,6,8,5,1,0,1,140
